timestamp,event_severity,executed_action,approval_status,expected_load_without_action,expected_reduction_kw,expected_load_after_action,execution_factor,achieved_reduction_kw,observed_load_after_action,performance_ratio_percent,verification_status,needs_replanning
2017-08-24 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,555.87,47.5,508.37,0.81,38.49,517.38,81.04,SUCCESS,False
2017-08-29 11:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,552.31,17.09,535.22,0.976,16.67,535.64,97.56,SUCCESS,False
2017-08-29 11:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,552.31,0.0,552.31,0.754,0.0,552.31,0.0,UNDERPERFORMED,True
2017-08-29 11:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,552.31,25.0,527.31,0.869,21.72,530.59,86.88,SUCCESS,False
2017-08-29 11:00:00,ELEVATED,COMBINED_ACTION,APPROVED,552.31,42.09,510.22,0.829,34.88,517.43,82.86,SUCCESS,False
2017-08-29 13:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,576.12,24.38,551.74,0.862,21.01,555.11,86.18,SUCCESS,False
2017-08-29 13:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,576.12,16.0,560.12,0.884,14.15,561.97,88.44,SUCCESS,False
2017-08-29 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,576.12,25.0,551.12,0.907,22.67,553.45,90.67,SUCCESS,False
2017-08-29 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,576.12,65.38,510.74,0.934,61.06,515.06,93.39,SUCCESS,False
2017-08-29 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,562.75,22.23,540.52,1.001,22.26,540.49,100.14,SUCCESS,False
2017-08-29 15:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,562.75,0.0,562.75,0.967,0.0,562.75,0.0,UNDERPERFORMED,True
2017-08-29 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,562.75,25.0,537.75,0.943,23.57,539.18,94.29,SUCCESS,False
2017-08-29 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,562.75,47.23,515.52,1.012,47.81,514.94,101.22,SUCCESS,False
2017-08-31 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,560.49,26.28,534.21,1.037,27.25,533.24,103.7,SUCCESS,False
2017-08-31 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,560.49,37.6,522.89,1.014,38.14,522.35,101.43,SUCCESS,False
2017-08-31 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,560.49,25.0,535.49,0.971,24.28,536.21,97.12,SUCCESS,False
2017-08-31 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,560.49,88.88,471.61,0.983,87.38,473.11,98.32,SUCCESS,False
2017-09-01 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,564.38,19.32,545.06,0.76,14.69,549.69,76.04,UNDERPERFORMED,True
2017-09-01 15:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,564.38,0.0,564.38,0.839,0.0,564.38,0.0,UNDERPERFORMED,True
2017-09-01 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,564.38,25.0,539.38,1.017,25.43,538.95,101.72,SUCCESS,False
2017-09-01 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,564.38,44.32,520.06,0.81,35.89,528.49,80.99,SUCCESS,False
2017-09-01 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,569.92,20.52,549.4,0.759,15.57,554.35,75.86,UNDERPERFORMED,True
2017-09-01 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,569.92,40.33,529.59,0.8,32.28,537.64,80.04,SUCCESS,False
2017-09-01 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,569.92,25.0,544.92,0.763,19.08,550.84,76.31,UNDERPERFORMED,True
2017-09-01 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,569.92,85.85,484.07,1.017,87.32,482.6,101.71,SUCCESS,False
2017-09-05 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,562.14,22.11,540.03,0.888,19.64,542.5,88.84,SUCCESS,False
2017-09-05 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,562.14,19.91,542.22,1.018,20.26,541.88,101.77,SUCCESS,False
2017-09-05 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,562.14,25.0,537.14,0.812,20.31,541.83,81.24,SUCCESS,False
2017-09-05 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,562.14,67.02,495.12,0.764,51.18,510.96,76.37,UNDERPERFORMED,True
2017-09-06 14:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,553.91,20.84,533.07,0.852,17.75,536.16,85.17,SUCCESS,False
2017-09-06 14:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,553.91,26.63,527.28,1.041,27.73,526.18,104.13,SUCCESS,False
2017-09-06 14:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,553.91,25.0,528.91,0.771,19.27,534.64,77.08,UNDERPERFORMED,True
2017-09-06 14:00:00,ELEVATED,COMBINED_ACTION,APPROVED,553.91,72.47,481.44,0.97,70.33,483.58,97.05,SUCCESS,False
2017-09-06 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,562.0,20.7,541.31,0.763,15.79,546.21,76.29,UNDERPERFORMED,True
2017-09-06 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,562.0,29.93,532.08,0.759,22.72,539.28,75.92,UNDERPERFORMED,True
2017-09-06 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,562.0,25.0,537.0,0.901,22.54,539.46,90.14,SUCCESS,False
2017-09-06 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,562.0,75.62,486.38,0.757,57.24,504.76,75.69,UNDERPERFORMED,True
2017-09-12 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,577.82,22.6,555.22,0.817,18.46,559.36,81.7,SUCCESS,False
2017-09-12 15:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,577.82,25.69,552.13,0.915,23.51,554.31,91.51,SUCCESS,False
2017-09-12 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,577.82,25.0,552.82,0.949,23.73,554.09,94.93,SUCCESS,False
2017-09-12 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,577.82,73.28,504.54,1.045,76.61,501.21,104.54,SUCCESS,False
2017-09-12 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,575.97,26.16,549.81,0.991,25.92,550.05,99.08,SUCCESS,False
2017-09-12 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,575.97,11.68,564.29,0.85,9.93,566.04,85.01,SUCCESS,False
2017-09-12 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,575.97,25.0,550.97,0.822,20.55,555.42,82.2,SUCCESS,False
2017-09-12 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,575.97,62.84,513.13,0.953,59.87,516.1,95.27,SUCCESS,False
2017-09-13 13:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,564.43,25.77,538.66,0.921,23.74,540.69,92.11,SUCCESS,False
2017-09-13 13:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,564.43,0.0,564.43,0.936,0.0,564.43,0.0,UNDERPERFORMED,True
2017-09-13 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,564.43,25.0,539.43,1.03,25.76,538.67,103.03,SUCCESS,False
2017-09-13 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,564.43,50.77,513.66,0.963,48.91,515.52,96.33,SUCCESS,False
2017-09-13 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,553.14,24.17,528.98,0.842,20.34,532.8,84.17,SUCCESS,False
2017-09-13 15:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,553.14,12.92,540.22,0.829,10.7,542.44,82.85,SUCCESS,False
2017-09-13 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,553.14,25.0,528.14,1.004,25.11,528.03,100.43,SUCCESS,False
2017-09-13 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,553.14,62.09,491.06,0.858,53.26,499.88,85.78,SUCCESS,False
2017-09-14 14:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,556.5,25.1,531.4,1.0,25.09,531.41,99.98,SUCCESS,False
2017-09-14 14:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,556.5,0.0,556.5,1.008,0.0,556.5,0.0,UNDERPERFORMED,True
2017-09-14 14:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,556.5,25.0,531.5,1.045,26.13,530.37,104.5,SUCCESS,False
2017-09-14 14:00:00,ELEVATED,COMBINED_ACTION,APPROVED,556.5,50.1,506.4,0.75,37.58,518.92,75.01,UNDERPERFORMED,True
2017-09-14 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,568.93,25.74,543.18,0.955,24.58,544.35,95.5,SUCCESS,False
2017-09-14 15:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,568.93,0.0,568.93,0.832,0.0,568.93,0.0,UNDERPERFORMED,True
2017-09-14 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,568.93,25.0,543.93,0.977,24.42,544.51,97.67,SUCCESS,False
2017-09-14 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,568.93,50.74,518.18,0.777,39.44,529.49,77.74,UNDERPERFORMED,True
2017-09-14 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,567.53,26.35,541.18,1.009,26.6,540.93,100.95,SUCCESS,False
2017-09-14 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,567.53,0.0,567.53,0.943,0.0,567.53,0.0,UNDERPERFORMED,True
2017-09-14 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,567.53,25.0,542.53,0.925,23.13,544.4,92.52,SUCCESS,False
2017-09-14 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,567.53,51.35,516.18,0.986,50.62,516.91,98.58,SUCCESS,False
2017-09-15 14:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,567.03,24.64,542.39,0.845,20.82,546.21,84.5,SUCCESS,False
2017-09-15 14:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,567.03,23.74,543.29,0.782,18.56,548.47,78.19,UNDERPERFORMED,True
2017-09-15 14:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,567.03,25.0,542.03,0.89,22.25,544.78,89.0,SUCCESS,False
2017-09-15 14:00:00,ELEVATED,COMBINED_ACTION,APPROVED,567.03,73.38,493.65,0.846,62.1,504.93,84.63,SUCCESS,False
2017-09-15 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,562.83,27.68,535.15,1.031,28.55,534.28,103.13,SUCCESS,False
2017-09-15 15:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,562.83,0.0,562.83,0.943,0.0,562.83,0.0,UNDERPERFORMED,True
2017-09-15 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,562.83,25.0,537.83,0.944,23.59,539.24,94.38,SUCCESS,False
2017-09-15 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,562.83,52.68,510.15,0.965,50.85,511.98,96.53,SUCCESS,False
2017-09-15 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,559.18,25.46,533.71,0.826,21.02,538.16,82.56,SUCCESS,False
2017-09-15 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,559.18,23.86,535.31,0.902,21.52,537.66,90.21,SUCCESS,False
2017-09-15 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,559.18,25.0,534.18,0.838,20.95,538.23,83.79,SUCCESS,False
2017-09-15 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,559.18,74.33,484.85,0.969,72.05,487.13,96.93,SUCCESS,False
2017-09-18 17:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,561.55,21.56,540.0,0.825,17.78,543.77,82.47,SUCCESS,False
2017-09-18 17:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,561.55,0.0,561.55,0.803,0.0,561.55,0.0,UNDERPERFORMED,True
2017-09-18 17:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,561.55,25.0,536.55,0.761,19.01,542.54,76.05,UNDERPERFORMED,True
2017-09-18 17:00:00,ELEVATED,COMBINED_ACTION,APPROVED,561.55,46.56,515.0,0.894,41.62,519.93,89.4,SUCCESS,False
2017-09-19 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,554.2,25.52,528.68,0.95,24.23,529.97,94.95,SUCCESS,False
2017-09-19 15:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,554.2,0.0,554.2,1.001,0.0,554.2,0.0,UNDERPERFORMED,True
2017-09-19 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,554.2,25.0,529.2,1.034,25.86,528.34,103.42,SUCCESS,False
2017-09-19 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,554.2,50.52,503.68,0.988,49.9,504.3,98.77,SUCCESS,False
2017-09-22 13:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,558.62,23.2,535.41,1.005,23.31,535.31,100.47,SUCCESS,False
2017-09-22 13:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,558.62,9.17,549.45,0.966,8.86,549.76,96.61,SUCCESS,False
2017-09-22 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,558.62,25.0,533.62,0.862,21.56,537.06,86.22,SUCCESS,False
2017-09-22 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,558.62,57.37,501.24,1.023,58.66,499.96,102.25,SUCCESS,False
2017-09-26 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,561.32,18.63,542.69,0.85,15.83,545.49,85.0,SUCCESS,False
2017-09-26 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,561.32,24.05,537.28,0.879,21.14,540.18,87.91,SUCCESS,False
2017-09-26 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,561.32,25.0,536.32,0.815,20.38,540.94,81.54,SUCCESS,False
2017-09-26 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,561.32,67.68,493.64,0.766,51.82,509.5,76.57,UNDERPERFORMED,True
2017-09-27 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,550.87,20.23,530.64,0.761,15.39,535.48,76.09,UNDERPERFORMED,True
2017-09-27 15:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,550.87,39.8,511.07,1.043,41.5,509.37,104.28,SUCCESS,False
2017-09-27 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,550.87,25.0,525.87,1.016,25.39,525.48,101.55,SUCCESS,False
2017-09-27 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,550.87,85.03,465.84,1.022,86.94,463.93,102.25,SUCCESS,False
2017-09-27 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,555.51,22.46,533.05,0.889,19.96,535.55,88.87,SUCCESS,False
2017-09-27 16:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,555.51,23.82,531.68,0.791,18.83,536.68,79.05,UNDERPERFORMED,True
2017-09-27 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,555.51,25.0,530.51,0.812,20.31,535.2,81.25,SUCCESS,False
2017-09-27 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,555.51,71.28,484.23,0.808,57.59,497.92,80.8,SUCCESS,False
2017-09-28 13:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,553.03,15.88,537.14,0.934,14.83,538.2,93.37,SUCCESS,False
2017-09-28 13:00:00,ELEVATED,EV_CHARGING_SHIFT,APPROVED,553.03,0.0,553.03,0.845,0.0,553.03,0.0,UNDERPERFORMED,True
2017-09-28 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,553.03,25.0,528.03,0.833,20.83,532.2,83.31,SUCCESS,False
2017-09-28 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,553.03,40.88,512.14,0.795,32.49,520.54,79.47,UNDERPERFORMED,True
2017-09-28 14:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,APPROVED,562.93,21.66,541.28,0.857,18.57,544.36,85.72,SUCCESS,False
