timestamp,building_id,hvac_power_kw
2016-01-04 08:00:00,B001,66.81
2016-01-04 09:00:00,B001,75.34
2016-01-04 10:00:00,B001,81.33
2016-01-04 11:00:00,B001,69.38
2016-01-04 12:00:00,B001,61.65
2016-01-04 13:00:00,B001,62.67
2016-01-04 14:00:00,B001,73.63
2016-01-04 15:00:00,B001,74.43
2016-01-04 16:00:00,B001,67.01
2016-01-04 17:00:00,B001,58.24
2016-01-04 18:00:00,B001,38.76
2016-01-04 19:00:00,B001,52.26
2016-01-04 20:00:00,B001,43.55
2016-01-04 21:00:00,B001,38.25
2016-01-04 22:00:00,B001,43.19
2016-01-04 23:00:00,B001,34.66
2016-01-05 00:00:00,B001,46.6
2016-01-05 01:00:00,B001,44.36
2016-01-05 02:00:00,B001,41.45
2016-01-05 03:00:00,B001,39.25
2016-01-05 04:00:00,B001,47.42
2016-01-05 05:00:00,B001,44.0
2016-01-05 06:00:00,B001,45.8
2016-01-05 07:00:00,B001,45.48
2016-01-05 08:00:00,B001,74.41
2016-01-05 09:00:00,B001,76.93
2016-01-05 10:00:00,B001,95.59
2016-01-05 11:00:00,B001,85.34
2016-01-05 12:00:00,B001,79.76
2016-01-05 13:00:00,B001,68.62
2016-01-05 14:00:00,B001,54.73
2016-01-05 15:00:00,B001,73.64
2016-01-05 16:00:00,B001,66.3
2016-01-05 17:00:00,B001,57.42
2016-01-05 18:00:00,B001,48.39
2016-01-05 19:00:00,B001,46.56
2016-01-05 20:00:00,B001,50.37
2016-01-05 21:00:00,B001,51.75
2016-01-05 22:00:00,B001,52.77
2016-01-05 23:00:00,B001,59.86
2016-01-06 00:00:00,B001,60.71
2016-01-06 01:00:00,B001,50.3
2016-01-06 02:00:00,B001,54.44
2016-01-06 03:00:00,B001,50.86
2016-01-06 04:00:00,B001,50.07
2016-01-06 05:00:00,B001,51.35
2016-01-06 06:00:00,B001,49.93
2016-01-06 07:00:00,B001,47.81
2016-01-06 08:00:00,B001,91.96
2016-01-06 09:00:00,B001,76.32
2016-01-06 10:00:00,B001,73.59
2016-01-06 11:00:00,B001,76.9
2016-01-06 12:00:00,B001,80.22
2016-01-06 13:00:00,B001,79.61
2016-01-06 14:00:00,B001,63.42
2016-01-06 15:00:00,B001,88.99
2016-01-06 16:00:00,B001,71.19
2016-01-06 17:00:00,B001,52.35
2016-01-06 18:00:00,B001,49.0
2016-01-06 19:00:00,B001,45.93
2016-01-06 20:00:00,B001,41.14
2016-01-06 21:00:00,B001,55.94
2016-01-06 22:00:00,B001,45.74
2016-01-06 23:00:00,B001,48.61
2016-01-07 00:00:00,B001,48.26
2016-01-07 01:00:00,B001,48.07
2016-01-07 02:00:00,B001,47.86
2016-01-07 03:00:00,B001,37.92
2016-01-07 04:00:00,B001,50.19
2016-01-07 05:00:00,B001,38.16
2016-01-07 06:00:00,B001,36.5
2016-01-07 07:00:00,B001,53.57
2016-01-07 08:00:00,B001,63.06
2016-01-07 09:00:00,B001,74.19
2016-01-07 10:00:00,B001,70.98
2016-01-07 11:00:00,B001,64.6
2016-01-07 12:00:00,B001,79.45
2016-01-07 13:00:00,B001,78.75
2016-01-07 14:00:00,B001,58.23
2016-01-07 15:00:00,B001,80.99
2016-01-07 16:00:00,B001,66.58
2016-01-07 17:00:00,B001,40.95
2016-01-07 18:00:00,B001,48.12
2016-01-07 19:00:00,B001,39.4
2016-01-07 20:00:00,B001,44.38
2016-01-07 21:00:00,B001,50.2
2016-01-07 22:00:00,B001,59.9
2016-01-07 23:00:00,B001,58.61
2016-01-08 00:00:00,B001,59.38
2016-01-08 01:00:00,B001,53.22
2016-01-08 02:00:00,B001,61.17
2016-01-08 03:00:00,B001,61.26
2016-01-08 04:00:00,B001,51.37
2016-01-08 05:00:00,B001,58.08
2016-01-08 06:00:00,B001,54.41
2016-01-08 07:00:00,B001,58.54
2016-01-08 08:00:00,B001,92.8
2016-01-08 09:00:00,B001,89.92
2016-01-08 10:00:00,B001,72.96
2016-01-08 11:00:00,B001,83.28
2016-01-08 12:00:00,B001,75.23
2016-01-08 13:00:00,B001,83.5
2016-01-08 14:00:00,B001,69.6
2016-01-08 15:00:00,B001,58.35
2016-01-08 16:00:00,B001,68.87
2016-01-08 17:00:00,B001,43.32
2016-01-08 18:00:00,B001,52.62
2016-01-08 19:00:00,B001,42.32
2016-01-08 20:00:00,B001,40.85
2016-01-08 21:00:00,B001,41.24
2016-01-08 22:00:00,B001,43.04
2016-01-08 23:00:00,B001,52.68
2016-01-09 00:00:00,B001,43.21
2016-01-09 01:00:00,B001,48.14
2016-01-09 02:00:00,B001,39.89
2016-01-09 03:00:00,B001,48.34
2016-01-09 04:00:00,B001,36.51
2016-01-09 05:00:00,B001,46.33
2016-01-09 06:00:00,B001,40.63
2016-01-09 07:00:00,B001,46.4
2016-01-09 08:00:00,B001,31.33
2016-01-09 09:00:00,B001,39.67
2016-01-09 10:00:00,B001,49.03
2016-01-09 11:00:00,B001,40.38
2016-01-09 12:00:00,B001,28.51
2016-01-09 13:00:00,B001,33.63
2016-01-09 14:00:00,B001,40.17
2016-01-09 15:00:00,B001,35.07
2016-01-09 16:00:00,B001,45.15
2016-01-09 17:00:00,B001,49.28
2016-01-09 18:00:00,B001,42.76
2016-01-09 19:00:00,B001,45.12
2016-01-09 20:00:00,B001,36.92
2016-01-09 21:00:00,B001,47.18
2016-01-09 22:00:00,B001,45.36
2016-01-09 23:00:00,B001,41.89
2016-01-10 00:00:00,B001,33.43
2016-01-10 01:00:00,B001,31.34
2016-01-10 02:00:00,B001,48.66
2016-01-10 03:00:00,B001,37.09
2016-01-10 04:00:00,B001,43.55
2016-01-10 05:00:00,B001,45.83
2016-01-10 06:00:00,B001,40.78
2016-01-10 07:00:00,B001,56.78
2016-01-10 08:00:00,B001,46.46
2016-01-10 09:00:00,B001,54.99
2016-01-10 10:00:00,B001,51.21
2016-01-10 11:00:00,B001,30.67
2016-01-10 12:00:00,B001,46.02
2016-01-10 13:00:00,B001,42.79
2016-01-10 14:00:00,B001,40.21
2016-01-10 15:00:00,B001,42.12
2016-01-10 16:00:00,B001,48.17
2016-01-10 17:00:00,B001,51.72
2016-01-10 18:00:00,B001,43.28
2016-01-10 19:00:00,B001,48.69
2016-01-10 20:00:00,B001,52.21
2016-01-10 21:00:00,B001,47.76
2016-01-10 22:00:00,B001,49.11
2016-01-10 23:00:00,B001,50.35
2016-01-11 00:00:00,B001,58.71
2016-01-11 01:00:00,B001,53.63
2016-01-11 02:00:00,B001,61.19
2016-01-11 03:00:00,B001,59.71
2016-01-11 04:00:00,B001,44.1
2016-01-11 05:00:00,B001,48.47
2016-01-11 06:00:00,B001,56.47
2016-01-11 07:00:00,B001,40.1
2016-01-11 08:00:00,B001,91.56
2016-01-11 09:00:00,B001,82.21
2016-01-11 10:00:00,B001,65.29
2016-01-11 11:00:00,B001,79.03
2016-01-11 12:00:00,B001,85.46
2016-01-11 13:00:00,B001,84.56
2016-01-11 14:00:00,B001,72.07
2016-01-11 15:00:00,B001,75.83
2016-01-11 16:00:00,B001,78.54
2016-01-11 17:00:00,B001,55.64
2016-01-11 18:00:00,B001,57.32
2016-01-11 19:00:00,B001,51.31
2016-01-11 20:00:00,B001,44.34
2016-01-11 21:00:00,B001,45.02
2016-01-11 22:00:00,B001,50.57
2016-01-11 23:00:00,B001,38.22
2016-01-12 00:00:00,B001,55.51
2016-01-12 01:00:00,B001,46.4
2016-01-12 02:00:00,B001,57.22
2016-01-12 03:00:00,B001,32.46
2016-01-12 04:00:00,B001,42.92
2016-01-12 05:00:00,B001,49.46
2016-01-12 06:00:00,B001,51.24
2016-01-12 07:00:00,B001,52.46
2016-01-12 08:00:00,B001,90.71
2016-01-12 09:00:00,B001,91.08
2016-01-12 10:00:00,B001,76.84
2016-01-12 11:00:00,B001,79.45
2016-01-12 12:00:00,B001,85.06
2016-01-12 13:00:00,B001,69.47
2016-01-12 14:00:00,B001,73.05
2016-01-12 15:00:00,B001,72.37
2016-01-12 16:00:00,B001,83.82
2016-01-12 17:00:00,B001,54.68
2016-01-12 18:00:00,B001,56.83
2016-01-12 19:00:00,B001,55.84
2016-01-12 20:00:00,B001,58.6
2016-01-12 21:00:00,B001,38.29
2016-01-12 22:00:00,B001,52.05
2016-01-12 23:00:00,B001,60.02
2016-01-13 00:00:00,B001,43.84
2016-01-13 01:00:00,B001,49.76
2016-01-13 02:00:00,B001,45.65
2016-01-13 03:00:00,B001,51.65
2016-01-13 04:00:00,B001,56.91
2016-01-13 05:00:00,B001,62.07
2016-01-13 06:00:00,B001,54.2
2016-01-13 07:00:00,B001,57.39
2016-01-13 08:00:00,B001,82.75
2016-01-13 09:00:00,B001,78.63
2016-01-13 10:00:00,B001,96.38
2016-01-13 11:00:00,B001,72.44
2016-01-13 12:00:00,B001,71.87
2016-01-13 13:00:00,B001,78.3
2016-01-13 14:00:00,B001,83.53
2016-01-13 15:00:00,B001,66.44
2016-01-13 16:00:00,B001,79.43
2016-01-13 17:00:00,B001,46.54
2016-01-13 18:00:00,B001,55.6
2016-01-13 19:00:00,B001,47.89
2016-01-13 20:00:00,B001,49.89
2016-01-13 21:00:00,B001,42.23
2016-01-13 22:00:00,B001,48.95
2016-01-13 23:00:00,B001,59.89
2016-01-14 00:00:00,B001,51.21
2016-01-14 01:00:00,B001,51.63
2016-01-14 02:00:00,B001,50.66
2016-01-14 03:00:00,B001,44.42
2016-01-14 04:00:00,B001,48.23
2016-01-14 05:00:00,B001,53.19
2016-01-14 06:00:00,B001,67.13
2016-01-14 07:00:00,B001,61.11
2016-01-14 08:00:00,B001,89.49
2016-01-14 09:00:00,B001,100.6
2016-01-14 10:00:00,B001,83.0
2016-01-14 11:00:00,B001,101.95
2016-01-14 12:00:00,B001,76.06
2016-01-14 13:00:00,B001,74.09
2016-01-14 14:00:00,B001,81.45
2016-01-14 15:00:00,B001,84.47
2016-01-14 16:00:00,B001,82.3
2016-01-14 17:00:00,B001,52.0
2016-01-14 18:00:00,B001,52.02
2016-01-14 19:00:00,B001,61.43
2016-01-14 20:00:00,B001,54.85
2016-01-14 21:00:00,B001,54.05
2016-01-14 22:00:00,B001,69.6
2016-01-14 23:00:00,B001,59.62
2016-01-15 00:00:00,B001,55.14
2016-01-15 01:00:00,B001,62.19
2016-01-15 02:00:00,B001,56.08
2016-01-15 03:00:00,B001,55.99
2016-01-15 04:00:00,B001,56.16
2016-01-15 05:00:00,B001,62.28
2016-01-15 06:00:00,B001,63.36
2016-01-15 07:00:00,B001,54.82
2016-01-15 08:00:00,B001,87.23
2016-01-15 09:00:00,B001,92.97
2016-01-15 10:00:00,B001,75.61
2016-01-15 11:00:00,B001,75.19
2016-01-15 12:00:00,B001,72.34
2016-01-15 13:00:00,B001,71.92
2016-01-15 14:00:00,B001,76.16
2016-01-15 15:00:00,B001,92.92
2016-01-15 16:00:00,B001,87.98
2016-01-15 17:00:00,B001,62.72
2016-01-15 18:00:00,B001,55.57
2016-01-15 19:00:00,B001,54.74
2016-01-15 20:00:00,B001,59.05
2016-01-15 21:00:00,B001,52.52
2016-01-15 22:00:00,B001,64.18
2016-01-15 23:00:00,B001,59.87
2016-01-16 00:00:00,B001,53.32
2016-01-16 01:00:00,B001,61.06
2016-01-16 02:00:00,B001,60.77
2016-01-16 03:00:00,B001,51.02
2016-01-16 04:00:00,B001,64.45
2016-01-16 05:00:00,B001,56.32
2016-01-16 06:00:00,B001,44.72
2016-01-16 07:00:00,B001,65.53
2016-01-16 08:00:00,B001,67.27
2016-01-16 09:00:00,B001,54.65
2016-01-16 10:00:00,B001,52.11
2016-01-16 11:00:00,B001,64.66
2016-01-16 12:00:00,B001,53.36
2016-01-16 13:00:00,B001,60.31
2016-01-16 14:00:00,B001,44.92
2016-01-16 15:00:00,B001,56.52
2016-01-16 16:00:00,B001,57.52
2016-01-16 17:00:00,B001,56.12
2016-01-16 18:00:00,B001,49.41
2016-01-16 19:00:00,B001,56.43
2016-01-16 20:00:00,B001,64.55
2016-01-16 21:00:00,B001,51.41
2016-01-16 22:00:00,B001,54.47
2016-01-16 23:00:00,B001,59.72
2016-01-17 00:00:00,B001,50.31
2016-01-17 01:00:00,B001,63.84
2016-01-17 02:00:00,B001,63.55
2016-01-17 03:00:00,B001,61.75
2016-01-17 04:00:00,B001,61.24
2016-01-17 05:00:00,B001,54.09
2016-01-17 06:00:00,B001,59.08
2016-01-17 07:00:00,B001,55.25
2016-01-17 08:00:00,B001,54.36
2016-01-17 09:00:00,B001,56.92
2016-01-17 10:00:00,B001,65.24
2016-01-17 11:00:00,B001,60.77
2016-01-17 12:00:00,B001,45.68
2016-01-17 13:00:00,B001,59.27
2016-01-17 14:00:00,B001,45.95
2016-01-17 15:00:00,B001,60.58
2016-01-17 16:00:00,B001,55.35
2016-01-17 17:00:00,B001,60.46
2016-01-17 18:00:00,B001,53.32
2016-01-17 19:00:00,B001,51.61
2016-01-17 20:00:00,B001,49.51
2016-01-17 21:00:00,B001,54.57
2016-01-17 22:00:00,B001,45.12
2016-01-17 23:00:00,B001,39.61
2016-01-18 00:00:00,B001,52.59
2016-01-18 01:00:00,B001,55.46
2016-01-18 02:00:00,B001,58.48
2016-01-18 03:00:00,B001,53.56
2016-01-18 04:00:00,B001,51.35
2016-01-18 05:00:00,B001,63.04
2016-01-18 06:00:00,B001,51.14
2016-01-18 07:00:00,B001,50.16
2016-01-18 08:00:00,B001,104.12
2016-01-18 09:00:00,B001,68.4
2016-01-18 10:00:00,B001,97.54
2016-01-18 11:00:00,B001,86.81
2016-01-18 12:00:00,B001,95.25
2016-01-18 13:00:00,B001,98.11
2016-01-18 14:00:00,B001,84.35
2016-01-18 15:00:00,B001,81.04
2016-01-18 16:00:00,B001,81.71
2016-01-18 17:00:00,B001,56.97
2016-01-18 18:00:00,B001,46.16
2016-01-18 19:00:00,B001,62.42
2016-01-18 20:00:00,B001,67.81
2016-01-18 21:00:00,B001,66.09
2016-01-18 22:00:00,B001,64.15
2016-01-18 23:00:00,B001,58.39
2016-01-19 00:00:00,B001,66.27
2016-01-19 01:00:00,B001,64.78
2016-01-19 02:00:00,B001,70.42
2016-01-19 03:00:00,B001,63.94
2016-01-19 04:00:00,B001,73.43
2016-01-19 05:00:00,B001,62.23
2016-01-19 06:00:00,B001,70.36
2016-01-19 07:00:00,B001,68.94
2016-01-19 08:00:00,B001,94.14
2016-01-19 09:00:00,B001,91.33
2016-01-19 10:00:00,B001,82.02
2016-01-19 11:00:00,B001,83.18
2016-01-19 12:00:00,B001,77.17
2016-01-19 13:00:00,B001,94.51
2016-01-19 14:00:00,B001,88.6
2016-01-19 15:00:00,B001,71.0
2016-01-19 16:00:00,B001,81.41
2016-01-19 17:00:00,B001,48.3
2016-01-19 18:00:00,B001,63.25
2016-01-19 19:00:00,B001,73.71
2016-01-19 20:00:00,B001,61.71
2016-01-19 21:00:00,B001,59.25
2016-01-19 22:00:00,B001,60.31
2016-01-19 23:00:00,B001,61.43
2016-01-20 00:00:00,B001,67.68
2016-01-20 01:00:00,B001,65.1
2016-01-20 02:00:00,B001,55.33
2016-01-20 03:00:00,B001,57.7
2016-01-20 04:00:00,B001,68.19
2016-01-20 05:00:00,B001,59.08
2016-01-20 06:00:00,B001,63.16
2016-01-20 07:00:00,B001,55.98
2016-01-20 08:00:00,B001,90.25
2016-01-20 09:00:00,B001,93.35
2016-01-20 10:00:00,B001,93.01
2016-01-20 11:00:00,B001,91.73
2016-01-20 12:00:00,B001,84.84
2016-01-20 13:00:00,B001,77.21
2016-01-20 14:00:00,B001,83.91
2016-01-20 15:00:00,B001,66.75
2016-01-20 16:00:00,B001,68.11
2016-01-20 17:00:00,B001,63.89
2016-01-20 18:00:00,B001,68.98
2016-01-20 19:00:00,B001,64.83
2016-01-20 20:00:00,B001,67.39
2016-01-20 21:00:00,B001,67.04
2016-01-20 22:00:00,B001,72.74
2016-01-20 23:00:00,B001,66.71
2016-01-21 00:00:00,B001,61.94
2016-01-21 01:00:00,B001,53.72
2016-01-21 02:00:00,B001,54.75
2016-01-21 03:00:00,B001,66.51
2016-01-21 04:00:00,B001,57.46
2016-01-21 05:00:00,B001,63.97
2016-01-21 06:00:00,B001,71.5
2016-01-21 07:00:00,B001,44.34
2016-01-21 08:00:00,B001,94.91
2016-01-21 09:00:00,B001,103.28
2016-01-21 10:00:00,B001,88.76
2016-01-21 11:00:00,B001,91.87
2016-01-21 12:00:00,B001,77.88
2016-01-21 13:00:00,B001,75.38
2016-01-21 14:00:00,B001,92.56
2016-01-21 15:00:00,B001,74.67
2016-01-21 16:00:00,B001,78.94
2016-01-21 17:00:00,B001,54.34
2016-01-21 18:00:00,B001,57.92
2016-01-21 19:00:00,B001,57.65
2016-01-21 20:00:00,B001,58.62
2016-01-21 21:00:00,B001,61.72
2016-01-21 22:00:00,B001,54.42
2016-01-21 23:00:00,B001,54.46
2016-01-22 00:00:00,B001,55.88
2016-01-22 01:00:00,B001,50.6
2016-01-22 02:00:00,B001,51.23
2016-01-22 03:00:00,B001,58.0
2016-01-22 04:00:00,B001,51.17
2016-01-22 05:00:00,B001,51.22
2016-01-22 06:00:00,B001,50.53
2016-01-22 07:00:00,B001,47.98
2016-01-22 08:00:00,B001,84.97
2016-01-22 09:00:00,B001,62.83
2016-01-22 10:00:00,B001,71.99
2016-01-22 11:00:00,B001,74.49
2016-01-22 12:00:00,B001,83.95
2016-01-22 13:00:00,B001,66.74
2016-01-22 14:00:00,B001,71.09
2016-01-22 15:00:00,B001,66.9
2016-01-22 16:00:00,B001,65.19
2016-01-22 17:00:00,B001,32.84
2016-01-22 18:00:00,B001,40.08
2016-01-22 19:00:00,B001,47.5
2016-01-22 20:00:00,B001,52.25
2016-01-22 21:00:00,B001,38.26
2016-01-22 22:00:00,B001,38.9
2016-01-22 23:00:00,B001,46.13
2016-01-23 00:00:00,B001,43.98
2016-01-23 01:00:00,B001,35.93
2016-01-23 02:00:00,B001,55.61
2016-01-23 03:00:00,B001,42.46
2016-01-23 04:00:00,B001,46.12
2016-01-23 05:00:00,B001,49.61
2016-01-23 06:00:00,B001,55.92
2016-01-23 07:00:00,B001,46.55
2016-01-23 08:00:00,B001,53.58
2016-01-23 09:00:00,B001,45.47
2016-01-23 10:00:00,B001,52.9
2016-01-23 11:00:00,B001,45.93
2016-01-23 12:00:00,B001,39.61
2016-01-23 13:00:00,B001,37.19
2016-01-23 14:00:00,B001,37.32
2016-01-23 15:00:00,B001,37.11
2016-01-23 16:00:00,B001,32.52
2016-01-23 17:00:00,B001,30.31
2016-01-23 18:00:00,B001,36.39
2016-01-23 19:00:00,B001,39.7
2016-01-23 20:00:00,B001,38.95
2016-01-23 21:00:00,B001,39.81
2016-01-23 22:00:00,B001,42.79
2016-01-23 23:00:00,B001,43.28
2016-01-24 00:00:00,B001,46.99
2016-01-24 01:00:00,B001,43.08
2016-01-24 02:00:00,B001,41.9
2016-01-24 03:00:00,B001,41.21
2016-01-24 04:00:00,B001,32.53
2016-01-24 05:00:00,B001,31.7
2016-01-24 06:00:00,B001,34.01
2016-01-24 07:00:00,B001,30.64
2016-01-24 08:00:00,B001,26.1
2016-01-24 09:00:00,B001,39.93
2016-01-24 10:00:00,B001,30.43
2016-01-24 11:00:00,B001,42.87
2016-01-24 12:00:00,B001,36.48
2016-01-24 13:00:00,B001,25.31
2016-01-24 14:00:00,B001,34.01
2016-01-24 15:00:00,B001,31.74
2016-01-24 16:00:00,B001,32.13
2016-01-24 17:00:00,B001,30.63
2016-01-24 18:00:00,B001,29.84
2016-01-24 19:00:00,B001,29.87
2016-01-24 20:00:00,B001,27.84
2016-01-24 21:00:00,B001,26.67
2016-01-24 22:00:00,B001,32.92
2016-01-24 23:00:00,B001,31.08
2016-01-25 00:00:00,B001,28.86
2016-01-25 01:00:00,B001,43.19
2016-01-25 02:00:00,B001,35.2
2016-01-25 03:00:00,B001,53.41
2016-01-25 04:00:00,B001,37.88
2016-01-25 05:00:00,B001,49.81
2016-01-25 06:00:00,B001,45.39
2016-01-25 07:00:00,B001,36.65
2016-01-25 08:00:00,B001,64.08
2016-01-25 09:00:00,B001,73.16
2016-01-25 10:00:00,B001,57.84
2016-01-25 11:00:00,B001,57.26
2016-01-25 12:00:00,B001,62.71
2016-01-25 13:00:00,B001,67.78
2016-01-25 14:00:00,B001,66.63
2016-01-25 15:00:00,B001,55.08
2016-01-25 16:00:00,B001,71.23
2016-01-25 17:00:00,B001,41.12
2016-01-25 18:00:00,B001,44.29
2016-01-25 19:00:00,B001,32.34
2016-01-25 20:00:00,B001,33.91
2016-01-25 21:00:00,B001,29.48
2016-01-25 22:00:00,B001,38.01
2016-01-25 23:00:00,B001,39.45
2016-01-26 00:00:00,B001,41.19
2016-01-26 01:00:00,B001,50.42
2016-01-26 02:00:00,B001,53.48
2016-01-26 03:00:00,B001,47.46
2016-01-26 04:00:00,B001,54.26
2016-01-26 05:00:00,B001,53.93
2016-01-26 06:00:00,B001,43.3
2016-01-26 07:00:00,B001,50.23
2016-01-26 08:00:00,B001,60.52
2016-01-26 09:00:00,B001,89.77
2016-01-26 10:00:00,B001,77.37
2016-01-26 11:00:00,B001,72.35
2016-01-26 12:00:00,B001,64.43
2016-01-26 13:00:00,B001,56.66
2016-01-26 14:00:00,B001,86.27
2016-01-26 15:00:00,B001,72.84
2016-01-26 16:00:00,B001,64.89
2016-01-26 17:00:00,B001,32.69
2016-01-26 18:00:00,B001,47.2
2016-01-26 19:00:00,B001,43.44
2016-01-26 20:00:00,B001,30.54
2016-01-26 21:00:00,B001,33.16
2016-01-26 22:00:00,B001,50.56
2016-01-26 23:00:00,B001,37.43
2016-01-27 00:00:00,B001,37.86
2016-01-27 01:00:00,B001,31.73
2016-01-27 02:00:00,B001,35.61
2016-01-27 03:00:00,B001,28.56
2016-01-27 04:00:00,B001,36.93
2016-01-27 05:00:00,B001,31.05
2016-01-27 06:00:00,B001,24.81
2016-01-27 07:00:00,B001,32.45
2016-01-27 08:00:00,B001,56.04
2016-01-27 09:00:00,B001,64.47
2016-01-27 10:00:00,B001,60.08
2016-01-27 11:00:00,B001,50.88
2016-01-27 12:00:00,B001,64.82
2016-01-27 13:00:00,B001,69.6
2016-01-27 14:00:00,B001,57.41
2016-01-27 15:00:00,B001,48.66
2016-01-27 16:00:00,B001,62.56
2016-01-27 17:00:00,B001,41.09
2016-01-27 18:00:00,B001,40.83
2016-01-27 19:00:00,B001,50.16
2016-01-27 20:00:00,B001,34.71
2016-01-27 21:00:00,B001,43.28
2016-01-27 22:00:00,B001,45.64
2016-01-27 23:00:00,B001,52.45
2016-01-28 00:00:00,B001,45.69
2016-01-28 01:00:00,B001,41.43
2016-01-28 02:00:00,B001,43.78
2016-01-28 03:00:00,B001,57.25
2016-01-28 04:00:00,B001,53.67
2016-01-28 05:00:00,B001,52.69
2016-01-28 06:00:00,B001,63.5
2016-01-28 07:00:00,B001,62.65
2016-01-28 08:00:00,B001,89.01
2016-01-28 09:00:00,B001,88.39
2016-01-28 10:00:00,B001,82.79
2016-01-28 11:00:00,B001,83.8
2016-01-28 12:00:00,B001,68.64
2016-01-28 13:00:00,B001,73.69
2016-01-28 14:00:00,B001,68.6
2016-01-28 15:00:00,B001,69.18
2016-01-28 16:00:00,B001,73.91
2016-01-28 17:00:00,B001,46.86
2016-01-28 18:00:00,B001,51.37
2016-01-28 19:00:00,B001,47.27
2016-01-28 20:00:00,B001,41.94
2016-01-28 21:00:00,B001,46.64
2016-01-28 22:00:00,B001,39.36
2016-01-28 23:00:00,B001,44.16
2016-01-29 00:00:00,B001,44.07
2016-01-29 01:00:00,B001,42.55
2016-01-29 02:00:00,B001,43.23
2016-01-29 03:00:00,B001,32.15
2016-01-29 04:00:00,B001,29.77
2016-01-29 05:00:00,B001,48.85
2016-01-29 06:00:00,B001,40.01
2016-01-29 07:00:00,B001,41.98
2016-01-29 08:00:00,B001,63.7
2016-01-29 09:00:00,B001,66.12
2016-01-29 10:00:00,B001,66.19
2016-01-29 11:00:00,B001,66.58
2016-01-29 12:00:00,B001,67.68
2016-01-29 13:00:00,B001,63.27
2016-01-29 14:00:00,B001,61.79
2016-01-29 15:00:00,B001,67.25
2016-01-29 16:00:00,B001,75.18
2016-01-29 17:00:00,B001,30.47
2016-01-29 18:00:00,B001,35.37
2016-01-29 19:00:00,B001,44.16
2016-01-29 20:00:00,B001,42.53
2016-01-29 21:00:00,B001,46.15
2016-01-29 22:00:00,B001,42.44
2016-01-29 23:00:00,B001,37.79
2016-01-30 00:00:00,B001,35.55
2016-01-30 01:00:00,B001,37.47
