timestamp,event_severity,action,original_predicted_load,estimated_reduction_kw,reduction_percent,new_predicted_load,battery_soc_percent,ev_load_kw,hvac_load_kw
2017-08-24 16:00:00,ELEVATED,EV_CHARGING_SHIFT,555.87,0.0,0.0,555.87,80.0,0.0,150.03
2017-08-24 16:00:00,ELEVATED,BATTERY_DISCHARGE,555.87,25.0,4.5,530.87,80.0,0.0,150.03
2017-08-24 16:00:00,ELEVATED,COMBINED_ACTION,555.87,47.5,8.55,508.37,80.0,0.0,150.03
2017-08-29 11:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,552.31,17.09,3.09,535.22,80.0,0.0,113.93
2017-08-29 11:00:00,ELEVATED,EV_CHARGING_SHIFT,552.31,0.0,0.0,552.31,80.0,0.0,113.93
2017-08-29 11:00:00,ELEVATED,BATTERY_DISCHARGE,552.31,25.0,4.53,527.31,80.0,0.0,113.93
2017-08-29 11:00:00,ELEVATED,COMBINED_ACTION,552.31,42.09,7.62,510.22,80.0,0.0,113.93
2017-08-29 13:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,576.12,24.38,4.23,551.74,80.0,20.0,162.56
2017-08-29 13:00:00,ELEVATED,EV_CHARGING_SHIFT,576.12,16.0,2.78,560.12,80.0,20.0,162.56
2017-08-29 13:00:00,ELEVATED,BATTERY_DISCHARGE,576.12,25.0,4.34,551.12,80.0,20.0,162.56
2017-08-29 13:00:00,ELEVATED,COMBINED_ACTION,576.12,65.38,11.35,510.74,80.0,20.0,162.56
2017-08-29 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,562.75,22.23,3.95,540.52,80.0,0.0,148.18
2017-08-29 15:00:00,ELEVATED,EV_CHARGING_SHIFT,562.75,0.0,0.0,562.75,80.0,0.0,148.18
2017-08-29 15:00:00,ELEVATED,BATTERY_DISCHARGE,562.75,25.0,4.44,537.75,80.0,0.0,148.18
2017-08-29 15:00:00,ELEVATED,COMBINED_ACTION,562.75,47.23,8.39,515.52,80.0,0.0,148.18
2017-08-31 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,560.49,26.28,4.69,534.21,80.0,47.0,175.18
2017-08-31 16:00:00,ELEVATED,EV_CHARGING_SHIFT,560.49,37.6,6.71,522.89,80.0,47.0,175.18
2017-08-31 16:00:00,ELEVATED,BATTERY_DISCHARGE,560.49,25.0,4.46,535.49,80.0,47.0,175.18
2017-08-31 16:00:00,ELEVATED,COMBINED_ACTION,560.49,88.88,15.86,471.61,80.0,47.0,175.18
2017-09-01 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,564.38,19.32,3.42,545.06,80.0,0.0,128.82
2017-09-01 15:00:00,ELEVATED,EV_CHARGING_SHIFT,564.38,0.0,0.0,564.38,80.0,0.0,128.82
2017-09-01 15:00:00,ELEVATED,BATTERY_DISCHARGE,564.38,25.0,4.43,539.38,80.0,0.0,128.82
2017-09-01 15:00:00,ELEVATED,COMBINED_ACTION,564.38,44.32,7.85,520.06,80.0,0.0,128.82
2017-09-01 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,569.92,20.52,3.6,549.4,80.0,50.41,136.79
2017-09-01 16:00:00,ELEVATED,EV_CHARGING_SHIFT,569.92,40.33,7.08,529.59,80.0,50.41,136.79
2017-09-01 16:00:00,ELEVATED,BATTERY_DISCHARGE,569.92,25.0,4.39,544.92,80.0,50.41,136.79
2017-09-01 16:00:00,ELEVATED,COMBINED_ACTION,569.92,85.85,15.06,484.07,80.0,50.41,136.79
2017-09-05 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,562.14,22.11,3.93,540.03,80.0,24.89,147.38
2017-09-05 16:00:00,ELEVATED,EV_CHARGING_SHIFT,562.14,19.91,3.54,542.22,80.0,24.89,147.38
2017-09-05 16:00:00,ELEVATED,BATTERY_DISCHARGE,562.14,25.0,4.45,537.14,80.0,24.89,147.38
2017-09-05 16:00:00,ELEVATED,COMBINED_ACTION,562.14,67.02,11.92,495.12,80.0,24.89,147.38
2017-09-06 14:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,553.91,20.84,3.76,533.07,80.0,33.29,138.91
2017-09-06 14:00:00,ELEVATED,EV_CHARGING_SHIFT,553.91,26.63,4.81,527.28,80.0,33.29,138.91
2017-09-06 14:00:00,ELEVATED,BATTERY_DISCHARGE,553.91,25.0,4.51,528.91,80.0,33.29,138.91
2017-09-06 14:00:00,ELEVATED,COMBINED_ACTION,553.91,72.47,13.08,481.44,80.0,33.29,138.91
2017-09-06 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,562.0,20.7,3.68,541.31,80.0,37.41,137.97
2017-09-06 16:00:00,ELEVATED,EV_CHARGING_SHIFT,562.0,29.93,5.33,532.08,80.0,37.41,137.97
2017-09-06 16:00:00,ELEVATED,BATTERY_DISCHARGE,562.0,25.0,4.45,537.0,80.0,37.41,137.97
2017-09-06 16:00:00,ELEVATED,COMBINED_ACTION,562.0,75.62,13.46,486.38,80.0,37.41,137.97
2017-09-12 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,577.82,22.6,3.91,555.22,80.0,32.11,150.64
2017-09-12 15:00:00,ELEVATED,EV_CHARGING_SHIFT,577.82,25.69,4.45,552.13,80.0,32.11,150.64
2017-09-12 15:00:00,ELEVATED,BATTERY_DISCHARGE,577.82,25.0,4.33,552.82,80.0,32.11,150.64
2017-09-12 15:00:00,ELEVATED,COMBINED_ACTION,577.82,73.28,12.68,504.54,80.0,32.11,150.64
2017-09-12 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,575.97,26.16,4.54,549.81,80.0,14.6,174.39
2017-09-12 16:00:00,ELEVATED,EV_CHARGING_SHIFT,575.97,11.68,2.03,564.29,80.0,14.6,174.39
2017-09-12 16:00:00,ELEVATED,BATTERY_DISCHARGE,575.97,25.0,4.34,550.97,80.0,14.6,174.39
2017-09-12 16:00:00,ELEVATED,COMBINED_ACTION,575.97,62.84,10.91,513.13,80.0,14.6,174.39
2017-09-13 13:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,564.43,25.77,4.57,538.66,80.0,0.0,171.83
2017-09-13 13:00:00,ELEVATED,EV_CHARGING_SHIFT,564.43,0.0,0.0,564.43,80.0,0.0,171.83
2017-09-13 13:00:00,ELEVATED,BATTERY_DISCHARGE,564.43,25.0,4.43,539.43,80.0,0.0,171.83
2017-09-13 13:00:00,ELEVATED,COMBINED_ACTION,564.43,50.77,9.0,513.66,80.0,0.0,171.83
2017-09-13 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,553.14,24.17,4.37,528.98,80.0,16.15,161.12
2017-09-13 15:00:00,ELEVATED,EV_CHARGING_SHIFT,553.14,12.92,2.34,540.22,80.0,16.15,161.12
2017-09-13 15:00:00,ELEVATED,BATTERY_DISCHARGE,553.14,25.0,4.52,528.14,80.0,16.15,161.12
2017-09-13 15:00:00,ELEVATED,COMBINED_ACTION,553.14,62.09,11.22,491.06,80.0,16.15,161.12
2017-09-14 14:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,556.5,25.1,4.51,531.4,80.0,0.0,167.32
2017-09-14 14:00:00,ELEVATED,EV_CHARGING_SHIFT,556.5,0.0,0.0,556.5,80.0,0.0,167.32
2017-09-14 14:00:00,ELEVATED,BATTERY_DISCHARGE,556.5,25.0,4.49,531.5,80.0,0.0,167.32
2017-09-14 14:00:00,ELEVATED,COMBINED_ACTION,556.5,50.1,9.0,506.4,80.0,0.0,167.32
2017-09-14 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,568.93,25.74,4.53,543.18,80.0,0.0,171.63
2017-09-14 15:00:00,ELEVATED,EV_CHARGING_SHIFT,568.93,0.0,0.0,568.93,80.0,0.0,171.63
2017-09-14 15:00:00,ELEVATED,BATTERY_DISCHARGE,568.93,25.0,4.39,543.93,80.0,0.0,171.63
2017-09-14 15:00:00,ELEVATED,COMBINED_ACTION,568.93,50.74,8.92,518.18,80.0,0.0,171.63
2017-09-14 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,567.53,26.35,4.64,541.18,80.0,0.0,175.65
2017-09-14 16:00:00,ELEVATED,EV_CHARGING_SHIFT,567.53,0.0,0.0,567.53,80.0,0.0,175.65
2017-09-14 16:00:00,ELEVATED,BATTERY_DISCHARGE,567.53,25.0,4.41,542.53,80.0,0.0,175.65
2017-09-14 16:00:00,ELEVATED,COMBINED_ACTION,567.53,51.35,9.05,516.18,80.0,0.0,175.65
2017-09-15 14:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,567.03,24.64,4.35,542.39,80.0,29.68,164.27
2017-09-15 14:00:00,ELEVATED,EV_CHARGING_SHIFT,567.03,23.74,4.19,543.29,80.0,29.68,164.27
2017-09-15 14:00:00,ELEVATED,BATTERY_DISCHARGE,567.03,25.0,4.41,542.03,80.0,29.68,164.27
2017-09-15 14:00:00,ELEVATED,COMBINED_ACTION,567.03,73.38,12.94,493.65,80.0,29.68,164.27
2017-09-15 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,562.83,27.68,4.92,535.15,80.0,0.0,184.54
2017-09-15 15:00:00,ELEVATED,EV_CHARGING_SHIFT,562.83,0.0,0.0,562.83,80.0,0.0,184.54
2017-09-15 15:00:00,ELEVATED,BATTERY_DISCHARGE,562.83,25.0,4.44,537.83,80.0,0.0,184.54
2017-09-15 15:00:00,ELEVATED,COMBINED_ACTION,562.83,52.68,9.36,510.15,80.0,0.0,184.54
2017-09-15 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,559.18,25.46,4.55,533.71,80.0,29.83,169.76
2017-09-15 16:00:00,ELEVATED,EV_CHARGING_SHIFT,559.18,23.86,4.27,535.31,80.0,29.83,169.76
2017-09-15 16:00:00,ELEVATED,BATTERY_DISCHARGE,559.18,25.0,4.47,534.18,80.0,29.83,169.76
2017-09-15 16:00:00,ELEVATED,COMBINED_ACTION,559.18,74.33,13.29,484.85,80.0,29.83,169.76
2017-09-18 17:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,561.55,21.56,3.84,540.0,77.5,0.0,143.71
2017-09-18 17:00:00,ELEVATED,EV_CHARGING_SHIFT,561.55,0.0,0.0,561.55,77.5,0.0,143.71
2017-09-18 17:00:00,ELEVATED,BATTERY_DISCHARGE,561.55,25.0,4.45,536.55,77.5,0.0,143.71
2017-09-18 17:00:00,ELEVATED,COMBINED_ACTION,561.55,46.56,8.29,515.0,77.5,0.0,143.71
2017-09-19 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,554.2,25.52,4.61,528.68,80.0,0.0,170.15
2017-09-19 15:00:00,ELEVATED,EV_CHARGING_SHIFT,554.2,0.0,0.0,554.2,80.0,0.0,170.15
2017-09-19 15:00:00,ELEVATED,BATTERY_DISCHARGE,554.2,25.0,4.51,529.2,80.0,0.0,170.15
2017-09-19 15:00:00,ELEVATED,COMBINED_ACTION,554.2,50.52,9.12,503.68,80.0,0.0,170.15
2017-09-22 13:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,558.62,23.2,4.15,535.41,80.0,11.46,154.69
2017-09-22 13:00:00,ELEVATED,EV_CHARGING_SHIFT,558.62,9.17,1.64,549.45,80.0,11.46,154.69
2017-09-22 13:00:00,ELEVATED,BATTERY_DISCHARGE,558.62,25.0,4.48,533.62,80.0,11.46,154.69
2017-09-22 13:00:00,ELEVATED,COMBINED_ACTION,558.62,57.37,10.27,501.24,80.0,11.46,154.69
2017-09-26 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,561.32,18.63,3.32,542.69,80.0,30.06,124.22
2017-09-26 16:00:00,ELEVATED,EV_CHARGING_SHIFT,561.32,24.05,4.28,537.28,80.0,30.06,124.22
2017-09-26 16:00:00,ELEVATED,BATTERY_DISCHARGE,561.32,25.0,4.45,536.32,80.0,30.06,124.22
2017-09-26 16:00:00,ELEVATED,COMBINED_ACTION,561.32,67.68,12.06,493.64,80.0,30.06,124.22
2017-09-27 15:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,550.87,20.23,3.67,530.64,80.0,49.75,134.84
2017-09-27 15:00:00,ELEVATED,EV_CHARGING_SHIFT,550.87,39.8,7.22,511.07,80.0,49.75,134.84
2017-09-27 15:00:00,ELEVATED,BATTERY_DISCHARGE,550.87,25.0,4.54,525.87,80.0,49.75,134.84
2017-09-27 15:00:00,ELEVATED,COMBINED_ACTION,550.87,85.03,15.43,465.84,80.0,49.75,134.84
2017-09-27 16:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,555.51,22.46,4.04,533.05,80.0,29.78,149.7
2017-09-27 16:00:00,ELEVATED,EV_CHARGING_SHIFT,555.51,23.82,4.29,531.68,80.0,29.78,149.7
2017-09-27 16:00:00,ELEVATED,BATTERY_DISCHARGE,555.51,25.0,4.5,530.51,80.0,29.78,149.7
2017-09-27 16:00:00,ELEVATED,COMBINED_ACTION,555.51,71.28,12.83,484.23,80.0,29.78,149.7
2017-09-28 13:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,553.03,15.88,2.87,537.14,80.0,0.0,105.9
2017-09-28 13:00:00,ELEVATED,EV_CHARGING_SHIFT,553.03,0.0,0.0,553.03,80.0,0.0,105.9
2017-09-28 13:00:00,ELEVATED,BATTERY_DISCHARGE,553.03,25.0,4.52,528.03,80.0,0.0,105.9
2017-09-28 13:00:00,ELEVATED,COMBINED_ACTION,553.03,40.88,7.39,512.14,80.0,0.0,105.9
2017-09-28 14:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,562.93,21.66,3.85,541.28,80.0,0.0,144.38
2017-09-28 14:00:00,ELEVATED,EV_CHARGING_SHIFT,562.93,0.0,0.0,562.93,80.0,0.0,144.38
2017-09-28 14:00:00,ELEVATED,BATTERY_DISCHARGE,562.93,25.0,4.44,537.93,80.0,0.0,144.38
2017-09-28 14:00:00,ELEVATED,COMBINED_ACTION,562.93,46.66,8.29,516.28,80.0,0.0,144.38
2017-10-02 12:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,553.24,22.33,4.04,530.91,80.0,0.0,148.84
2017-10-02 12:00:00,ELEVATED,EV_CHARGING_SHIFT,553.24,0.0,0.0,553.24,80.0,0.0,148.84
2017-10-02 12:00:00,ELEVATED,BATTERY_DISCHARGE,553.24,25.0,4.52,528.24,80.0,0.0,148.84
2017-10-02 12:00:00,ELEVATED,COMBINED_ACTION,553.24,47.33,8.55,505.91,80.0,0.0,148.84
2017-10-02 13:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,594.81,25.0,4.2,569.81,80.0,28.62,166.66
2017-10-02 13:00:00,HIGH,EV_CHARGING_SHIFT,594.81,22.9,3.85,571.91,80.0,28.62,166.66
2017-10-02 13:00:00,HIGH,BATTERY_DISCHARGE,594.81,25.0,4.2,569.81,80.0,28.62,166.66
2017-10-02 13:00:00,HIGH,COMBINED_ACTION,594.81,72.9,12.26,521.92,80.0,28.62,166.66
2017-10-02 14:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,601.8,21.26,3.53,580.54,80.0,0.0,141.75
2017-10-02 14:00:00,HIGH,EV_CHARGING_SHIFT,601.8,0.0,0.0,601.8,80.0,0.0,141.75
2017-10-02 14:00:00,HIGH,BATTERY_DISCHARGE,601.8,25.0,4.15,576.8,80.0,0.0,141.75
2017-10-02 14:00:00,HIGH,COMBINED_ACTION,601.8,46.26,7.69,555.54,80.0,0.0,141.75
2017-10-02 15:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,596.09,27.44,4.6,568.65,80.0,0.0,182.94
2017-10-02 15:00:00,HIGH,EV_CHARGING_SHIFT,596.09,0.0,0.0,596.09,80.0,0.0,182.94
2017-10-02 15:00:00,HIGH,BATTERY_DISCHARGE,596.09,25.0,4.19,571.09,80.0,0.0,182.94
2017-10-02 15:00:00,HIGH,COMBINED_ACTION,596.09,52.44,8.8,543.65,80.0,0.0,182.94
2017-10-02 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,599.96,26.55,4.43,573.41,80.0,26.62,177.01
2017-10-02 16:00:00,HIGH,EV_CHARGING_SHIFT,599.96,21.3,3.55,578.67,80.0,26.62,177.01
2017-10-02 16:00:00,HIGH,BATTERY_DISCHARGE,599.96,25.0,4.17,574.96,80.0,26.62,177.01
2017-10-02 16:00:00,HIGH,COMBINED_ACTION,599.96,72.85,12.14,527.12,80.0,26.62,177.01
2017-10-02 17:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,589.55,21.75,3.69,567.8,77.5,0.0,145.0
2017-10-02 17:00:00,HIGH,EV_CHARGING_SHIFT,589.55,0.0,0.0,589.55,77.5,0.0,145.0
2017-10-02 17:00:00,HIGH,BATTERY_DISCHARGE,589.55,25.0,4.24,564.55,77.5,0.0,145.0
2017-10-02 17:00:00,HIGH,COMBINED_ACTION,589.55,46.75,7.93,542.8,77.5,0.0,145.0
2017-10-03 11:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,564.48,24.7,4.38,539.78,80.0,0.0,164.66
2017-10-03 11:00:00,ELEVATED,EV_CHARGING_SHIFT,564.48,0.0,0.0,564.48,80.0,0.0,164.66
2017-10-03 11:00:00,ELEVATED,BATTERY_DISCHARGE,564.48,25.0,4.43,539.48,80.0,0.0,164.66
2017-10-03 11:00:00,ELEVATED,COMBINED_ACTION,564.48,49.7,8.8,514.78,80.0,0.0,164.66
2017-10-03 12:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,609.67,25.83,4.24,583.85,80.0,0.0,172.18
2017-10-03 12:00:00,HIGH,EV_CHARGING_SHIFT,609.67,0.0,0.0,609.67,80.0,0.0,172.18
2017-10-03 12:00:00,HIGH,BATTERY_DISCHARGE,609.67,25.0,4.1,584.67,80.0,0.0,172.18
2017-10-03 12:00:00,HIGH,COMBINED_ACTION,609.67,50.83,8.34,558.85,80.0,0.0,172.18
2017-10-03 13:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,591.8,30.57,5.17,561.23,80.0,12.59,203.79
2017-10-03 13:00:00,HIGH,EV_CHARGING_SHIFT,591.8,10.07,1.7,581.73,80.0,12.59,203.79
2017-10-03 13:00:00,HIGH,BATTERY_DISCHARGE,591.8,25.0,4.22,566.8,80.0,12.59,203.79
2017-10-03 13:00:00,HIGH,COMBINED_ACTION,591.8,65.64,11.09,526.16,80.0,12.59,203.79
2017-10-03 14:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,604.04,21.87,3.62,582.16,80.0,28.53,145.81
2017-10-03 14:00:00,HIGH,EV_CHARGING_SHIFT,604.04,22.82,3.78,581.21,80.0,28.53,145.81
2017-10-03 14:00:00,HIGH,BATTERY_DISCHARGE,604.04,25.0,4.14,579.04,80.0,28.53,145.81
2017-10-03 14:00:00,HIGH,COMBINED_ACTION,604.04,69.7,11.54,534.34,80.0,28.53,145.81
2017-10-03 15:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,598.22,26.19,4.38,572.04,80.0,28.01,174.59
2017-10-03 15:00:00,HIGH,EV_CHARGING_SHIFT,598.22,22.41,3.75,575.82,80.0,28.01,174.59
2017-10-03 15:00:00,HIGH,BATTERY_DISCHARGE,598.22,25.0,4.18,573.22,80.0,28.01,174.59
