timestamp,building_id,source_building_id,energy,temperature_c,relative_humidity_percent,cloud_cover_percent,shortwave_radiation_w_m2,wind_speed_kmh,precipitation_mm,solar_generation_kw,occupancy_percent,hvac_power_kw,ev_charging_power_kw,battery_state_of_charge_percent,battery_power_kw,grid_status,grid_stress_level,grid_import_limit_kw,hour,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,day_sin,day_cos,energy_lag_1,energy_lag_24,energy_lag_168,energy_rolling_24_mean,energy_rolling_168_mean
2016-01-08 10:00:00,B001,Robin_office_Gayle,58.3025,3.6,87,26,20.0,16.9,0.0,1.92,68.03,72.96,0.0,0.0,0.0,ELEVATED,0.58,850.0,10,4,1,8,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,49.253466666666675
2016-01-08 11:00:00,B001,Robin_office_Gayle,58.3025,5.6,84,33,99.0,17.9,0.0,9.504,100.0,83.28,51.37,0.0,0.0,NORMAL,0.449,850.0,11,4,1,8,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,49.35469642857143
2016-01-08 12:00:00,B001,Robin_office_Gayle,58.3025,7.1,82,26,167.0,16.2,0.0,16.032,81.39,75.23,0.0,0.0,0.0,NORMAL,0.482,850.0,12,4,1,8,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,49.45592619047619
2016-01-08 13:00:00,B001,Robin_office_Gayle,58.3025,8.2,79,30,215.0,17.8,0.0,20.64,59.14,83.5,0.0,0.0,0.0,ELEVATED,0.563,850.0,13,4,1,8,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,49.55715595238096
2016-01-08 14:00:00,B001,Robin_office_Gayle,58.3025,8.7,76,44,207.0,19.0,0.0,19.872,55.94,69.6,37.32,0.0,0.0,ELEVATED,0.63,850.0,14,4,1,8,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,49.658385714285714
2016-01-08 15:00:00,B001,Robin_office_Gayle,58.3025,8.7,76,37,148.0,18.3,0.0,14.208,79.24,58.35,13.61,0.0,0.0,ELEVATED,0.582,850.0,15,4,1,8,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,49.75961547619048
2016-01-08 16:00:00,B001,Robin_office_Gayle,58.3025,8.2,79,60,81.0,16.6,0.1,7.776,68.65,68.87,0.0,0.0,0.0,ELEVATED,0.644,850.0,16,4,1,8,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,49.86084523809524
2016-01-08 17:00:00,B001,Robin_office_Gayle,58.3025,7.2,84,83,28.0,15.4,0.1,2.688,13.57,43.32,0.0,0.0,0.0,CRITICAL,0.898,850.0,17,4,1,8,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,49.962075
2016-01-08 18:00:00,B001,Robin_office_Gayle,58.3025,6.4,91,82,0.0,14.8,0.0,0.0,12.37,52.62,0.0,0.0,0.0,ELEVATED,0.698,850.0,18,4,1,8,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,50.06330476190477
2016-01-08 19:00:00,B001,Robin_office_Gayle,58.3025,5.6,94,73,0.0,14.6,0.0,0.0,9.64,42.32,0.0,0.0,0.0,ELEVATED,0.656,850.0,19,4,1,8,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,50.16453452380953
2016-01-08 20:00:00,B001,Robin_office_Gayle,58.3025,5.8,94,53,0.0,14.2,0.0,0.0,5.77,40.85,0.0,0.0,0.0,CRITICAL,0.859,850.0,20,4,1,8,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,50.26576428571428
2016-01-08 21:00:00,B001,Robin_office_Gayle,58.3025,6.0,95,50,0.0,13.7,0.0,0.0,2.43,41.24,0.0,0.0,0.0,NORMAL,0.373,850.0,21,4,1,8,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,50.36699404761905
2016-01-08 22:00:00,B001,Robin_office_Gayle,58.3025,6.0,96,72,0.0,14.3,0.0,0.0,7.77,43.04,0.0,0.0,0.0,NORMAL,0.263,850.0,22,4,1,8,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,50.468223809523806
2016-01-08 23:00:00,B001,Robin_office_Gayle,58.3025,6.0,96,84,0.0,14.0,0.0,0.0,14.28,52.68,0.0,0.0,0.0,NORMAL,0.166,850.0,23,4,1,8,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,58.3025,58.3025,41.2959,58.3025,50.569453571428575
2016-01-09 00:00:00,B001,Robin_office_Gayle,58.3025,6.3,96,99,0.0,15.2,0.0,0.0,5.64,43.21,0.0,0.0,0.0,NORMAL,0.193,850.0,0,5,1,9,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,39.148,58.3025,50.67068333333333
2016-01-09 01:00:00,B001,Robin_office_Gayle,58.3025,6.2,96,98,0.0,16.0,0.0,0.0,1.26,48.14,0.0,0.0,0.0,NORMAL,0.179,850.0,1,5,1,9,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,38.398,58.3025,50.78469821428571
2016-01-09 02:00:00,B001,Robin_office_Gayle,58.3025,6.7,95,99,0.0,17.2,0.0,0.0,5.52,39.89,0.0,0.0,0.0,NORMAL,0.194,850.0,2,5,1,9,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,39.75,58.3025,50.90317738095238
2016-01-09 03:00:00,B001,Robin_office_Gayle,58.3025,6.8,95,100,0.0,17.4,0.0,0.0,6.16,48.34,0.0,0.0,0.0,NORMAL,0.17,850.0,3,5,1,9,1,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,43.75,58.3025,51.013608928571436
2016-01-09 04:00:00,B001,Robin_office_Gayle,58.3025,6.8,96,100,0.0,17.2,0.0,0.0,2.35,36.51,0.0,0.0,0.0,NORMAL,0.179,850.0,4,5,1,9,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,42.5,58.3025,51.10023095238096
2016-01-09 05:00:00,B001,Robin_office_Gayle,58.3025,7.0,96,90,0.0,17.5,0.0,0.0,5.46,46.33,0.0,0.0,0.0,NORMAL,0.327,850.0,5,5,1,9,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,42.0,58.3025,51.19429345238096
2016-01-09 06:00:00,B001,Robin_office_Gayle,58.3025,7.0,96,76,0.0,16.4,0.2,0.0,5.17,40.63,0.0,0.0,0.0,NORMAL,0.158,850.0,6,5,1,9,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,39.25,58.3025,51.29133214285715
2016-01-09 07:00:00,B001,Robin_office_Gayle,58.3025,6.8,95,70,0.0,15.0,0.0,0.0,1.57,46.4,0.0,0.0,0.0,NORMAL,0.366,850.0,7,5,1,9,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,40.0,58.3025,51.404739880952384
2016-01-09 08:00:00,B001,Robin_office_Gayle,58.3025,7.0,95,67,0.0,15.5,0.0,0.0,6.07,31.33,0.0,0.0,0.0,ELEVATED,0.6,850.0,8,5,1,9,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,41.0,58.3025,51.51368333333333
2016-01-09 09:00:00,B001,Robin_office_Gayle,58.3025,7.1,95,94,0.0,16.6,0.0,0.0,6.68,39.67,0.0,0.0,0.0,ELEVATED,0.536,850.0,9,5,1,9,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,45.0,58.3025,51.61667440476191
2016-01-09 10:00:00,B001,Robin_office_Gayle,58.3025,7.6,94,100,15.0,18.1,0.0,1.44,8.25,49.03,0.0,0.0,0.0,ELEVATED,0.625,850.0,10,5,1,9,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,44.5,58.3025,51.69585595238095
2016-01-09 11:00:00,B001,Robin_office_Gayle,58.3025,8.4,92,99,62.0,18.0,0.0,5.952,8.16,40.38,0.0,0.0,0.0,NORMAL,0.377,850.0,11,5,1,9,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,46.0,58.3025,51.7780136904762
2016-01-09 12:00:00,B001,Robin_office_Gayle,58.3025,8.9,89,100,87.0,22.5,0.2,8.352,0.87,28.51,0.0,0.0,0.0,NORMAL,0.427,850.0,12,5,1,9,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,45.75,58.3025,51.851242857142864
2016-01-09 13:00:00,B001,Robin_office_Gayle,58.3025,9.1,91,100,122.0,23.0,0.4,11.712,2.19,33.63,0.0,0.0,0.0,NORMAL,0.494,850.0,13,5,1,9,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,47.0,58.3025,51.92596011904762
2016-01-09 14:00:00,B001,Robin_office_Gayle,58.3025,9.5,87,100,126.0,23.1,0.3,12.096,6.55,40.17,0.0,0.0,0.0,NORMAL,0.391,850.0,14,5,1,9,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,45.5,58.3025,51.99323690476191
2016-01-09 15:00:00,B001,Robin_office_Gayle,58.3025,9.1,89,100,82.0,27.1,0.5,7.872,6.54,35.07,0.0,0.0,0.0,ELEVATED,0.538,850.0,15,5,1,9,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,45.5,58.3025,52.06944226190477
2016-01-09 16:00:00,B001,Robin_office_Gayle,58.3025,9.0,89,100,38.0,25.3,0.6,3.648,6.55,45.15,0.0,0.0,0.0,ELEVATED,0.6,850.0,16,5,1,9,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,46.75,58.3025,52.14564761904762
2016-01-09 17:00:00,B001,Robin_office_Gayle,58.3025,9.0,90,100,12.0,25.9,0.8,1.152,16.56,49.28,0.0,0.0,0.0,CRITICAL,0.862,850.0,17,5,1,9,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,45.25,58.3025,52.2144125
2016-01-09 18:00:00,B001,Robin_office_Gayle,58.3025,9.0,90,100,0.0,28.6,1.0,0.0,6.71,42.76,0.0,0.0,0.0,HIGH,0.725,850.0,18,5,1,9,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,45.0,58.3025,52.29210595238095
2016-01-09 19:00:00,B001,Robin_office_Gayle,58.3025,9.1,90,100,0.0,30.7,1.5,0.0,8.41,45.12,0.0,0.0,0.0,ELEVATED,0.688,850.0,19,5,1,9,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,42.75,58.3025,52.37128750000001
2016-01-09 20:00:00,B001,Robin_office_Gayle,58.3025,9.2,89,100,0.0,32.9,1.1,0.0,7.86,36.92,0.0,0.0,0.0,HIGH,0.845,850.0,20,5,1,9,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,40.5,58.3025,52.46386190476191
2016-01-09 21:00:00,B001,Robin_office_Gayle,58.3025,8.9,86,96,0.0,31.4,0.6,0.0,6.95,47.18,0.0,0.0,0.0,NORMAL,0.239,850.0,21,5,1,9,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,38.75,58.3025,52.56982916666667
2016-01-09 22:00:00,B001,Robin_office_Gayle,58.3025,8.2,86,84,0.0,25.6,0.0,0.0,4.05,45.36,0.0,0.0,0.0,NORMAL,0.313,850.0,22,5,1,9,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,38.25,58.3025,52.6862130952381
2016-01-09 23:00:00,B001,Robin_office_Gayle,58.3025,7.7,87,99,0.0,23.5,0.0,0.0,7.28,41.89,0.0,0.0,0.0,NORMAL,0.17,850.0,23,5,1,9,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,58.3025,58.3025,39.75,58.3025,52.80557321428572
2016-01-10 00:00:00,B001,Robin_office_Gayle,58.3025,7.2,88,97,0.0,24.3,0.0,0.0,2.68,33.43,0.0,0.0,0.0,NORMAL,0.272,850.0,0,6,1,10,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,39.75,58.3025,52.916004761904766
2016-01-10 01:00:00,B001,Robin_office_Gayle,58.3025,6.8,87,95,0.0,25.3,0.0,0.0,4.29,31.34,0.0,0.0,0.0,NORMAL,0.225,850.0,1,6,1,10,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,36.25,58.3025,53.02643630952381
2016-01-10 02:00:00,B001,Robin_office_Gayle,58.3025,6.4,86,95,0.0,24.7,0.0,0.0,3.54,48.66,0.0,0.0,0.0,NORMAL,0.32,850.0,2,6,1,10,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,37.0,58.3025,53.15770119047619
2016-01-10 03:00:00,B001,Robin_office_Gayle,58.3025,6.1,85,81,0.0,26.7,0.0,0.0,5.25,37.09,0.0,0.0,0.0,NORMAL,0.303,850.0,3,6,1,10,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,38.5,58.3025,53.28450178571428
2016-01-10 04:00:00,B001,Robin_office_Gayle,58.3025,6.1,83,66,0.0,27.4,0.0,0.0,11.94,43.55,0.0,0.0,0.0,NORMAL,0.263,850.0,4,6,1,10,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,38.0,58.3025,53.402373809523816
2016-01-10 05:00:00,B001,Robin_office_Gayle,58.3025,5.8,81,66,0.0,27.3,0.0,0.0,0.0,45.83,0.0,0.0,0.0,NORMAL,0.383,850.0,5,6,1,10,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,37.75,58.3025,53.52322202380953
2016-01-10 06:00:00,B001,Robin_office_Gayle,58.3025,5.5,79,96,0.0,27.1,0.0,0.0,7.06,40.78,0.0,0.0,0.0,NORMAL,0.286,850.0,6,6,1,10,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,38.25,58.3025,53.64555833333334
2016-01-10 07:00:00,B001,Robin_office_Gayle,58.3025,5.3,80,100,0.0,25.1,0.0,0.0,0.16,56.78,0.0,0.0,0.0,NORMAL,0.153,850.0,7,6,1,10,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,39.5,58.3025,53.76491845238096
2016-01-10 08:00:00,B001,Robin_office_Gayle,58.3025,5.7,83,99,0.0,22.2,0.0,0.0,3.58,46.46,0.0,0.0,0.0,ELEVATED,0.507,850.0,8,6,1,10,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,41.25,58.3025,53.8768380952381
2016-01-10 09:00:00,B001,Robin_office_Gayle,58.3025,5.6,83,99,0.0,19.9,0.0,0.0,8.27,54.99,0.0,0.0,0.0,NORMAL,0.368,850.0,9,6,1,10,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,39.0,58.3025,53.978341071428574
2016-01-10 10:00:00,B001,Robin_office_Gayle,58.3025,5.7,84,98,17.0,18.9,0.0,1.632,5.19,51.21,0.0,0.0,0.0,ELEVATED,0.638,850.0,10,6,1,10,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,40.25,58.3025,54.09323690476191
2016-01-10 11:00:00,B001,Robin_office_Gayle,58.3025,6.2,83,78,83.0,15.1,0.0,7.968,1.77,30.67,0.0,0.0,0.0,ELEVATED,0.573,850.0,11,6,1,10,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,41.0,58.3025,54.20069226190476
2016-01-10 12:00:00,B001,Robin_office_Gayle,58.3025,6.9,81,71,161.0,18.0,0.0,15.456,2.85,46.02,0.0,0.0,0.0,NORMAL,0.352,850.0,12,6,1,10,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,40.75,58.3025,54.303683333333346
2016-01-10 13:00:00,B001,Robin_office_Gayle,58.3025,7.5,74,90,193.0,21.9,0.0,18.528,7.04,42.79,0.0,0.0,0.0,NORMAL,0.496,850.0,13,6,1,10,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,40.75,58.3025,54.40816250000001
2016-01-10 14:00:00,B001,Robin_office_Gayle,58.3025,7.7,72,89,174.0,21.8,0.0,16.704,2.81,40.21,0.0,0.0,0.0,ELEVATED,0.633,850.0,14,6,1,10,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,40.0,58.3025,54.512641666666674
2016-01-10 15:00:00,B001,Robin_office_Gayle,58.3025,7.5,73,94,160.0,21.8,0.0,15.36,5.65,42.12,0.0,0.0,0.0,ELEVATED,0.589,850.0,15,6,1,10,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,40.75,58.3025,54.62158511904762
2016-01-10 16:00:00,B001,Robin_office_Gayle,58.3025,7.1,75,99,95.0,19.6,0.0,9.12,5.14,48.17,0.0,0.0,0.0,NORMAL,0.432,850.0,16,6,1,10,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,41.75,58.3025,54.72606428571429
2016-01-10 17:00:00,B001,Robin_office_Gayle,58.3025,6.4,79,99,38.0,18.4,0.0,3.648,3.05,51.72,0.0,0.0,0.0,HIGH,0.819,850.0,17,6,1,10,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,42.5,58.3025,54.82459107142857
2016-01-10 18:00:00,B001,Robin_office_Gayle,58.3025,5.5,83,99,0.0,18.6,0.0,0.0,11.43,43.28,0.0,0.0,0.0,HIGH,0.842,850.0,18,6,1,10,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,44.0,58.3025,54.91865357142857
2016-01-10 19:00:00,B001,Robin_office_Gayle,58.3025,5.0,87,95,0.0,17.6,0.0,0.0,6.9,48.69,0.0,0.0,0.0,HIGH,0.812,850.0,19,6,1,10,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,45.0,58.3025,55.0037875
2016-01-10 20:00:00,B001,Robin_office_Gayle,58.3025,5.0,84,78,0.0,16.0,0.0,0.0,0.0,52.21,0.0,0.0,0.0,CRITICAL,0.874,850.0,20,6,1,10,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,41.0,58.3025,55.08296904761906
2016-01-10 21:00:00,B001,Robin_office_Gayle,58.3025,4.5,88,93,0.0,16.5,0.0,0.0,5.56,47.76,0.0,0.0,0.0,NORMAL,0.209,850.0,21,6,1,10,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,41.0,58.3025,55.18596011904763
2016-01-10 22:00:00,B001,Robin_office_Gayle,58.3025,4.3,89,99,0.0,17.1,0.0,0.0,3.01,49.11,0.0,0.0,0.0,NORMAL,0.337,850.0,22,6,1,10,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,37.25,58.3025,55.2889511904762
2016-01-10 23:00:00,B001,Robin_office_Gayle,58.3025,4.7,88,100,0.0,12.7,0.0,0.0,7.56,50.35,0.0,0.0,0.0,NORMAL,0.301,850.0,23,6,1,10,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,58.3025,58.3025,37.5,58.3025,55.4142636904762
2016-01-11 00:00:00,B001,Robin_office_Gayle,58.3025,4.9,88,99,0.0,13.0,0.0,0.0,6.04,58.71,0.0,0.0,0.0,NORMAL,0.392,850.0,0,0,1,11,0,0.0,1.0,0.0,1.0,58.3025,58.3025,35.75,58.3025,55.5380880952381
2016-01-11 01:00:00,B001,Robin_office_Gayle,58.3025,4.8,88,100,0.0,13.1,0.3,0.0,9.43,53.63,0.0,0.0,0.0,NORMAL,0.321,850.0,1,0,1,11,0,0.25881904510252074,0.9659258262890683,0.0,1.0,58.3025,58.3025,34.5,58.3025,55.67232916666667
2016-01-11 02:00:00,B001,Robin_office_Gayle,58.3025,5.0,87,100,0.0,16.5,0.5,0.0,12.52,61.19,0.0,0.0,0.0,NORMAL,0.258,850.0,2,0,1,11,0,0.49999999999999994,0.8660254037844387,0.0,1.0,58.3025,58.3025,37.0,58.3025,55.814010714285715
2016-01-11 03:00:00,B001,Robin_office_Gayle,58.3025,5.3,89,99,0.0,18.4,0.4,0.0,14.33,59.71,0.0,0.0,0.0,NORMAL,0.179,850.0,3,0,1,11,0,0.7071067811865476,0.7071067811865476,0.0,1.0,58.3025,58.3025,38.0,58.3025,55.94081130952381
2016-01-11 04:00:00,B001,Robin_office_Gayle,58.3025,5.8,90,100,0.0,19.5,0.5,0.0,4.0,44.1,0.0,0.0,0.0,NORMAL,0.309,850.0,4,0,1,11,0,0.8660254037844386,0.5000000000000001,0.0,1.0,58.3025,58.3025,36.25,58.3025,56.06165952380953
2016-01-11 05:00:00,B001,Robin_office_Gayle,58.3025,5.9,91,100,0.0,19.8,1.5,0.0,8.33,48.47,0.0,0.0,0.0,NORMAL,0.39,850.0,5,0,1,11,0,0.9659258262890683,0.25881904510252074,0.0,1.0,58.3025,58.3025,38.5,58.3025,56.19292440476191
2016-01-11 06:00:00,B001,Robin_office_Gayle,58.3025,6.1,92,100,0.0,19.9,1.4,0.0,7.63,56.47,0.0,0.0,0.0,NORMAL,0.233,850.0,6,0,1,11,0,1.0,6.123233995736766e-17,0.0,1.0,58.3025,58.3025,38.75,58.3025,56.310796428571436
2016-01-11 07:00:00,B001,Robin_office_Gayle,58.3025,6.1,93,100,0.0,19.1,0.9,0.0,6.73,40.1,0.0,0.0,0.0,NORMAL,0.314,850.0,7,0,1,11,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,58.3025,58.3025,38.0,58.3025,56.427180357142866
2016-01-11 08:00:00,B001,Robin_office_Gayle,58.3025,5.8,95,100,0.0,15.7,0.6,0.0,98.48,91.56,27.93,0.0,0.0,ELEVATED,0.586,850.0,8,0,1,11,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,58.3025,58.3025,41.25,58.3025,56.548028571428574
2016-01-11 09:00:00,B001,Robin_office_Gayle,58.3025,5.9,94,100,0.0,13.0,0.2,0.0,78.07,82.21,0.0,0.0,0.0,ELEVATED,0.613,850.0,9,0,1,11,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,58.3025,58.3025,47.25,58.3025,56.64953154761905
