timestamp,event_severity,executed_action,approval_status,expected_load_without_action,expected_reduction_kw,expected_load_after_action,execution_factor,achieved_reduction_kw,observed_load_after_action,performance_ratio_percent,verification_status,needs_replanning
2017-10-06 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,569.27,91.5,477.77,1.046,95.72,473.55,104.61,SUCCESS,False
2017-10-06 14:00:00,ELEVATED,COMBINED_ACTION,APPROVED,566.37,63.15,503.23,0.982,61.99,504.38,98.17,SUCCESS,False
2017-10-06 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,572.74,77.72,495.02,0.81,62.92,509.82,80.96,SUCCESS,False
2017-10-06 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,573.59,25.0,548.59,0.752,18.79,554.8,75.17,UNDERPERFORMED,True
2017-10-10 12:00:00,ELEVATED,COMBINED_ACTION,APPROVED,555.36,74.83,480.53,0.995,74.43,480.93,99.46,SUCCESS,False
2017-10-10 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,559.51,25.0,534.51,0.962,24.05,535.46,96.21,SUCCESS,False
2017-10-10 14:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,569.44,25.0,544.44,0.969,24.22,545.22,96.87,SUCCESS,False
2017-10-10 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,557.77,25.0,532.77,0.981,24.53,533.24,98.14,SUCCESS,False
2017-10-10 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,569.49,25.0,544.49,0.772,19.31,550.18,77.22,UNDERPERFORMED,True
2017-10-11 12:00:00,ELEVATED,COMBINED_ACTION,APPROVED,551.13,60.79,490.34,0.858,52.13,499.0,85.75,SUCCESS,False
2017-10-11 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,572.29,69.75,502.54,0.785,54.74,517.55,78.48,UNDERPERFORMED,True
2017-10-11 14:00:00,ELEVATED,COMBINED_ACTION,APPROVED,574.25,82.32,491.93,1.009,83.06,491.19,100.89,SUCCESS,False
2017-10-11 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,563.62,78.62,485.0,0.937,73.67,489.95,93.7,SUCCESS,False
2017-10-11 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,553.73,89.86,463.87,0.849,76.32,477.41,84.93,SUCCESS,False
2017-10-12 11:00:00,ELEVATED,COMBINED_ACTION,APPROVED,566.21,70.54,495.66,0.769,54.25,511.96,76.91,UNDERPERFORMED,True
2017-10-12 12:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,575.04,25.0,550.04,0.843,21.08,553.96,84.33,SUCCESS,False
2017-10-12 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,570.91,25.0,545.91,0.848,21.19,549.72,84.76,SUCCESS,False
2017-10-12 14:00:00,HIGH,COMBINED_ACTION,APPROVED,585.02,75.5,509.51,0.969,73.15,511.87,96.89,SUCCESS,False
2017-10-12 15:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,588.21,25.0,563.21,0.941,23.53,564.68,94.13,SUCCESS,False
2017-10-12 16:00:00,CRITICAL,BATTERY_DISCHARGE,APPROVED,620.11,25.0,595.11,1.016,25.4,594.71,101.62,SUCCESS,False
2017-10-12 17:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,600.74,25.0,575.74,0.892,22.29,578.45,89.17,SUCCESS,False
2017-10-13 11:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,552.02,25.0,527.02,0.786,19.65,532.37,78.59,UNDERPERFORMED,True
2017-10-13 12:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,584.84,25.0,559.84,0.964,24.1,560.74,96.4,SUCCESS,False
2017-10-13 13:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,594.34,25.0,569.34,0.978,24.46,569.88,97.82,SUCCESS,False
2017-10-13 14:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,606.54,25.0,581.54,0.918,22.96,583.58,91.84,SUCCESS,False
2017-10-13 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,580.45,25.0,555.45,0.981,24.53,555.92,98.13,SUCCESS,False
2017-10-13 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,578.03,61.87,516.17,0.898,55.57,522.46,89.81,SUCCESS,False
2017-10-16 11:00:00,ELEVATED,COMBINED_ACTION,APPROVED,559.94,77.2,482.74,0.907,70.01,489.93,90.68,SUCCESS,False
2017-10-16 12:00:00,ELEVATED,COMBINED_ACTION,APPROVED,580.51,54.11,526.4,0.878,47.52,532.99,87.83,SUCCESS,False
2017-10-16 13:00:00,CRITICAL,BATTERY_DISCHARGE,APPROVED,637.95,25.0,612.95,0.758,18.94,619.01,75.76,UNDERPERFORMED,True
2017-10-16 14:00:00,CRITICAL,BATTERY_DISCHARGE,APPROVED,613.99,25.0,588.99,0.782,19.56,594.43,78.24,UNDERPERFORMED,True
2017-10-16 15:00:00,HIGH,COMBINED_ACTION,APPROVED,592.91,54.28,538.63,0.759,41.22,551.69,75.94,UNDERPERFORMED,True
2017-10-16 16:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,600.16,25.0,575.16,0.941,23.52,576.64,94.09,SUCCESS,False
2017-10-17 11:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,578.06,25.0,553.06,0.844,21.11,556.95,84.43,SUCCESS,False
2017-10-17 12:00:00,ELEVATED,COMBINED_ACTION,APPROVED,570.91,96.3,474.61,0.903,86.92,483.99,90.26,SUCCESS,False
2017-10-17 13:00:00,HIGH,COMBINED_ACTION,APPROVED,587.09,89.8,497.29,1.022,91.8,495.29,102.23,SUCCESS,False
2017-10-17 14:00:00,HIGH,COMBINED_ACTION,APPROVED,591.64,94.6,497.04,0.825,78.02,513.62,82.48,SUCCESS,False
2017-10-17 15:00:00,HIGH,COMBINED_ACTION,APPROVED,587.09,67.29,519.8,0.873,58.75,528.34,87.31,SUCCESS,False
2017-10-17 16:00:00,HIGH,COMBINED_ACTION,APPROVED,586.77,66.67,520.1,0.977,65.11,521.66,97.67,SUCCESS,False
2017-10-17 17:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,576.86,25.0,551.86,0.819,20.47,556.39,81.86,SUCCESS,False
2017-10-18 11:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,554.12,25.0,529.12,0.773,19.33,534.79,77.31,UNDERPERFORMED,True
2017-10-18 12:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,562.36,25.0,537.36,0.837,20.92,541.44,83.69,SUCCESS,False
2017-10-18 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,571.93,92.11,479.81,0.798,73.54,498.39,79.84,UNDERPERFORMED,True
2017-10-18 14:00:00,ELEVATED,COMBINED_ACTION,APPROVED,573.44,85.32,488.12,1.029,87.79,485.65,102.89,SUCCESS,False
2017-10-18 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,572.69,25.0,547.69,0.992,24.81,547.88,99.24,SUCCESS,False
2017-10-18 16:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,582.67,25.0,557.67,0.94,23.5,559.17,94.0,SUCCESS,False
2017-10-19 11:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,555.54,25.0,530.54,1.011,25.29,530.25,101.14,SUCCESS,False
2017-10-19 12:00:00,ELEVATED,COMBINED_ACTION,APPROVED,567.23,72.43,494.8,0.991,71.79,495.44,99.11,SUCCESS,False
2017-10-19 13:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,592.9,25.0,567.9,0.806,20.15,572.75,80.6,SUCCESS,False
2017-10-19 14:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,577.36,25.0,552.36,1.018,25.44,551.92,101.78,SUCCESS,False
2017-10-19 15:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,568.1,25.0,543.1,0.912,22.8,545.3,91.18,SUCCESS,False
2017-10-19 16:00:00,HIGH,COMBINED_ACTION,APPROVED,599.7,59.53,540.17,0.992,59.07,540.63,99.22,SUCCESS,False
2017-10-19 17:00:00,ELEVATED,COMBINED_ACTION,APPROVED,563.72,59.35,504.37,1.019,60.47,503.25,101.88,SUCCESS,False
2017-10-20 12:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,580.43,25.0,555.43,0.845,21.14,559.29,84.54,SUCCESS,False
2017-10-20 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,573.78,82.87,490.91,0.783,64.89,508.89,78.3,UNDERPERFORMED,True
2017-10-20 14:00:00,HIGH,COMBINED_ACTION,APPROVED,584.63,58.8,525.83,0.818,48.12,536.51,81.84,SUCCESS,False
2017-10-20 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,575.35,70.52,504.83,0.878,61.93,513.42,87.81,SUCCESS,False
2017-10-20 16:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,596.02,25.0,571.02,0.995,24.89,571.13,99.54,SUCCESS,False
2017-10-23 12:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,586.59,25.0,561.59,1.008,25.21,561.38,100.82,SUCCESS,False
2017-10-23 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,567.13,25.0,542.13,0.752,18.8,548.33,75.21,UNDERPERFORMED,True
2017-10-23 14:00:00,ELEVATED,COMBINED_ACTION,APPROVED,560.41,88.41,472.0,0.903,79.85,480.56,90.32,SUCCESS,False
2017-10-23 15:00:00,ELEVATED,COMBINED_ACTION,APPROVED,569.91,89.55,480.37,0.875,78.38,491.53,87.52,SUCCESS,False
2017-10-23 16:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,570.18,25.0,545.18,0.817,20.42,549.76,81.66,SUCCESS,False
2017-10-23 17:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,578.8,25.0,553.8,0.786,19.65,559.15,78.6,UNDERPERFORMED,True
2017-10-24 12:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,560.43,25.0,535.43,0.851,21.28,539.15,85.13,SUCCESS,False
2017-10-24 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,576.16,25.0,551.16,1.033,25.82,550.34,103.29,SUCCESS,False
2017-10-24 14:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,584.91,25.0,559.91,0.847,21.17,563.74,84.7,SUCCESS,False
2017-10-24 15:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,587.39,25.0,562.39,0.906,22.64,564.75,90.56,SUCCESS,False
2017-10-24 16:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,594.69,25.0,569.69,0.961,24.02,570.67,96.09,SUCCESS,False
2017-10-24 17:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,588.77,25.0,563.77,0.859,21.48,567.29,85.91,SUCCESS,False
2017-10-25 11:00:00,ELEVATED,COMBINED_ACTION,APPROVED,551.89,88.99,462.9,1.042,92.69,459.2,104.15,SUCCESS,False
2017-10-25 12:00:00,ELEVATED,COMBINED_ACTION,APPROVED,561.2,75.32,485.88,1.039,78.24,482.96,103.87,SUCCESS,False
2017-10-25 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,577.28,25.0,552.28,0.826,20.64,556.64,82.55,SUCCESS,False
2017-10-25 14:00:00,HIGH,COMBINED_ACTION,APPROVED,594.8,80.88,513.92,0.899,72.73,522.07,89.92,SUCCESS,False
2017-10-25 15:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,600.31,25.0,575.31,0.84,21.01,579.3,84.03,SUCCESS,False
2017-10-25 16:00:00,HIGH,COMBINED_ACTION,APPROVED,598.52,63.59,534.93,0.835,53.13,545.39,83.55,SUCCESS,False
2017-10-25 17:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,600.92,25.0,575.92,0.761,19.03,581.89,76.11,UNDERPERFORMED,True
2017-10-26 11:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,558.04,25.0,533.04,0.933,23.32,534.72,93.29,SUCCESS,False
2017-10-26 12:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,558.8,25.0,533.8,0.901,22.52,536.28,90.08,SUCCESS,False
2017-10-26 13:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,579.56,25.0,554.56,0.765,19.14,560.42,76.54,UNDERPERFORMED,True
2017-10-26 14:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,574.51,25.0,549.51,0.834,20.84,553.67,83.36,SUCCESS,False
2017-10-26 15:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,581.46,25.0,556.46,1.022,25.56,555.9,102.25,SUCCESS,False
2017-10-26 16:00:00,HIGH,COMBINED_ACTION,APPROVED,599.52,67.02,532.51,0.822,55.08,544.44,82.19,SUCCESS,False
2017-10-26 17:00:00,ELEVATED,COMBINED_ACTION,APPROVED,579.15,81.2,497.95,0.793,64.43,514.72,79.35,UNDERPERFORMED,True
2017-10-27 12:00:00,ELEVATED,COMBINED_ACTION,APPROVED,574.47,94.41,480.06,0.897,84.67,489.8,89.68,SUCCESS,False
2017-10-27 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,575.43,63.9,511.52,1.046,66.82,508.61,104.57,SUCCESS,False
2017-10-27 14:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,578.77,25.0,553.77,0.823,20.57,558.2,82.26,SUCCESS,False
2017-10-27 15:00:00,HIGH,COMBINED_ACTION,APPROVED,595.95,64.46,531.5,0.952,61.34,534.61,95.16,SUCCESS,False
2017-10-27 16:00:00,ELEVATED,COMBINED_ACTION,APPROVED,572.64,76.78,495.86,0.978,75.13,497.51,97.85,SUCCESS,False
2017-10-30 13:00:00,HIGH,COMBINED_ACTION,APPROVED,588.63,69.63,519.0,0.821,57.19,531.44,82.13,SUCCESS,False
2017-10-30 14:00:00,HIGH,COMBINED_ACTION,APPROVED,586.65,74.44,512.22,0.968,72.09,514.56,96.85,SUCCESS,False
2017-10-30 15:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,597.98,25.0,572.98,0.86,21.51,576.47,86.03,SUCCESS,False
2017-10-30 16:00:00,CRITICAL,COMBINED_ACTION,APPROVED,625.85,89.56,536.3,0.94,84.16,541.69,93.97,SUCCESS,False
2017-10-30 17:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,562.74,25.0,537.74,0.94,23.5,539.24,94.01,SUCCESS,False
2017-10-31 13:00:00,ELEVATED,COMBINED_ACTION,APPROVED,553.39,63.37,490.03,0.911,57.71,495.68,91.07,SUCCESS,False
2017-10-31 14:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,603.03,25.0,578.03,0.777,19.43,583.6,77.71,UNDERPERFORMED,True
2017-10-31 15:00:00,HIGH,COMBINED_ACTION,APPROVED,599.92,69.87,530.05,1.001,69.91,530.01,100.06,SUCCESS,False
2017-10-31 16:00:00,HIGH,COMBINED_ACTION,APPROVED,582.87,93.13,489.74,0.846,78.81,504.06,84.62,SUCCESS,False
2017-10-31 17:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,560.37,25.0,535.37,0.806,20.15,540.22,80.6,SUCCESS,False
2017-11-01 11:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,554.13,25.0,529.13,0.762,19.06,535.07,76.22,UNDERPERFORMED,True
2017-11-01 12:00:00,ELEVATED,COMBINED_ACTION,APPROVED,572.19,91.02,481.17,0.927,84.4,487.79,92.73,SUCCESS,False
2017-11-01 13:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,590.56,25.0,565.56,0.953,23.83,566.73,95.33,SUCCESS,False
2017-11-01 14:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,599.27,25.0,574.27,0.755,18.87,580.4,75.5,UNDERPERFORMED,True
2017-11-01 15:00:00,HIGH,COMBINED_ACTION,APPROVED,608.87,96.32,512.55,0.904,87.04,521.83,90.36,SUCCESS,False
2017-11-01 16:00:00,HIGH,COMBINED_ACTION,APPROVED,603.95,96.01,507.94,0.818,78.53,525.42,81.79,SUCCESS,False
2017-11-01 17:00:00,ELEVATED,COMBINED_ACTION,APPROVED,570.19,58.81,511.38,0.944,55.49,514.7,94.36,SUCCESS,False
2017-11-02 11:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,574.66,25.0,549.66,0.802,20.06,554.6,80.23,SUCCESS,False
2017-11-02 12:00:00,HIGH,COMBINED_ACTION,APPROVED,604.24,93.33,510.91,0.957,89.34,514.9,95.73,SUCCESS,False
2017-11-02 13:00:00,HIGH,COMBINED_ACTION,APPROVED,583.09,69.27,513.82,0.866,59.99,523.1,86.6,SUCCESS,False
2017-11-02 14:00:00,HIGH,BATTERY_DISCHARGE,APPROVED,600.87,25.0,575.87,1.031,25.78,575.09,103.1,SUCCESS,False
2017-11-02 15:00:00,HIGH,COMBINED_ACTION,APPROVED,594.79,86.99,507.8,0.791,68.83,525.96,79.13,UNDERPERFORMED,True
2017-11-02 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,APPROVED,598.4,30.05,568.35,0.852,25.61,572.79,85.23,SUCCESS,False
2017-11-02 17:00:00,ELEVATED,BATTERY_DISCHARGE,APPROVED,571.78,25.0,546.78,0.784,19.6,552.18,78.4,UNDERPERFORMED,True
